PARID,CHANGENOTICEADDRESS1
0026G00236000000,414 GRANT ST RM 200
0026G00238000000,414 GRANT ST RM 200
0026J00154000000,3380 RIDGWAY ST 
0026J00155000000,414 GRANT ST RM 200
0026J00156000000,740 TRUMBULL DR 
0026J00156000A00,414 GRANT ST RM 200
0026J00156000B00,414 GRANT ST RM 200
0026J00157000000,3380 RIDGWAY ST 
0026J00158000000,740 TRUMBULL DR 
0026J00159000000,740 TRUMBULL DR 
0026J00161000000,3315 RIDGWAY ST 
0026J00162000000,3317 RIDGWAY ST 
0026J00163000000,414 GRANT ST RM 200
0026J00166000000,414 GRANT ST RM 200
0026J00167000000,414 GRANT ST RM 200
0026J00168000000,211 LYTTON AVE 
0026J00169000000,1523 FALLOWFIELD AVE 
0026J00170000000,5604 BAUM BLVD 
0026J00170000A00,3343 RIDGWAY ST 
0026J00170000B00,552 FRANCIS ST 
0026J00171000000,7643 FRANKSTOWN AVE 
0026J00172000000,7643 FRANKSTOWN AVE 
0026J00173000000,7643 FRANKSTOWN AVE 
0026J00175000000,414 GRANT ST RM 200
0026J00180000000,941 PENN AVE APT 902
0026J00181000000,941 PENN AVE APT 902
0026J00186000000,414 GRANT ST RM 200
0026J00197000000,740 TRUMBULL DR 
0026J00202000000,740 TRUMBULL DR 
0026J00206000000,414 GRANT ST RM 200
0026J00207000000,414 GRANT ST RM 200
0026J00208000000,3425 BISMARK ST 
0026J00214000000,414 GRANT ST RM 200
0026J00215000000,414 GRANT ST RM 200
0026J00216000000,414 GRANT ST RM 200
0026J00219000000,414 GRANT ST RM 200
0026J00220000000,1600 AMPHITHEATRE PKWY 
0026J00221000000,1600 AMPHITHEATRE PKWY 
0026J00223000000,1600 AMPHITHEATRE PKWY 
0026J00224000000,3397 RIDGWAY ST 
0026J00225000000,3397 RIDGWAY ST 
0026J00226000000,5032 FORBES AVE APT 
0026J00230000000,3382 RIDGWAY ST 
0026J00235000000,1203 MONTIER ST 
0026J00236000000,3380 RIDGWAY ST 
0026J00240000000,3368 AJAX ST 
0026J00244000000,3368 AJAX ST 
0026J00249000000,400 ISLAND AVE 
0026J00252000000,4015 MINTWOOD ST 
0026J00255000000,3362 RIDGWAY ST 
0026J00256000000,3725 PRINCETON LAKES PKWY SW APT 5307
0026J00257000000,3356 RIDGWAY ST 
0026J00258000000,3348 RIDGWAY ST 
0026J00260000000,3348 RIDGWAY ST 
0026J00263000000,3348 RIDGWAY ST 
0026J00265000000,210 GRANT ST STE 301
0026J00266000000,3342 RIDGWAY ST 
0026J00268000000,3340 RIDGWAY ST 
0026J00269000000,3324 RIDGWAY ST 
0026J00271000000,3324 RIDGWAY ST 
0026J00272000000,11812 N 142ND ST 
0026J00273000000,PO BOX 1
0026J00274000000,242 N YORK ST STE 205
0026J00275000000,3622 MINTWOOD ST 
0026J00276000000,3622 MINTWOOD ST 
0026J00277000000,  
0026J00281000000,414 GRANT ST RM 200
0026J00282000000,309 LAVINA AVE 
0026J00285000000,309 LAVINA AVE 
0026J00286000000,253 FLOWERS AVE 
0026J00287000000,3349 AJAX WAY 
0026J00288000000,2415 ALLEQUIPPA ST APT 110
0026J00289000000,3351 AJAX ST 
0026J00290000000,3353 AJAX ST 
0026J00293000000,812 HANCOCK ST 
0026J00294000000,3342 AJAX ST 
0026J00295000000,152 HOLLY LN 
0026J00296000000,3346 AJAX ST 
0026J00297000000,3348 AJAX ST 
0026J00301000000,3352 AJAX ST 
0026J00302000000,4935 HATFIELD ST 
0026J00305000000,3450 BETHOVEN ST 
0026J00306000000,3362 AJAX ST 
0026J00307000000,  
0026J00322000000,3368 AJAX ST 
0026J00323000000,3366 AJAX ST 
0026J00324000000,3364 AJAX ST 
0026J00325000000,3362 AJAX ST 
0026J00327000000,3450 BETHOVEN ST 
0026J00328000000,3391 MONROE ST 
0026J00329000000,3389 MONROE ST 
0026J00330000000,3387 MONROE ST 
0026J00331000000,3387 MONROE ST 
0026J00332000000,3383 MONROE ST 
0026J00334000000,3381 MONROE ST 
0026J00335000000,3385 MONROE ST 
0026J00336000000,3387 MONROE ST 
0026J00339000000,414 GRANT ST RM 200
0026J00342000000,414 GRANT ST RM 200
0026J00347000000,414 GRANT ST RM 200
0026J00348000000,414 GRANT ST RM 200
0026J00354000000,127 OAK BROOK CIR 
0026J00356000000,127 OAK BROOK CIR 
0026J00357000000,127 OAK BROOK CIR 
0026J00358000000,127 OAK BROOK CIR 
0026J00359000000,19121 SIERRA MAJORCA RD 
0026K00001000000,740 TRUMBULL DR 
0026K00005000000,414 GRANT ST RM 200
0026K00009000000,414 GRANT ST RM 200
0026K00011000000,414 GRANT ST RM 200
0026K00014000000,414 GRANT ST RM 200
0026K00017000000,3448 BISMARK ST 
0026K00018000000,3448 BISMARK ST 
0026K00019000000,3442 BISMARK ST 
0026K00020000000,3442 BISMARK ST 
0026K00021000000,3442 BISMARK ST 
0026K00023000000,3440 BISMARK ST 
0026K00024000000,147 DWELLINGTON DR 
0026K00025000000,147 DWELLINGTON DR 
0026K00027000000,3428 BISMARK ST 
0026K00028000000,3425 BISMARK ST 
0026K00029000000,414 GRANT ST RM 200
0026K00030000000,414 GRANT ST RM 200
0026K00040000000,3459 RIDGWAY ST 
0026K00041000000,253 38TH ST 
0026K00043000000,3453 RIDGWAY ST 
0026K00045000000,3425 BISMARK ST 
0026K00046000000,3425 BISMARK ST 
0026K00047000000,3425 BISMARK ST 
0026K00048000000,414 GRANT ST RM 200
0026K00049000000,414 GRANT ST RM 200
0026K00051000000,3435 RIDGWAY ST 
0026K00052000000,7087 BAPTIST RD 
0026K00053000000,3431 RIDGWAY ST 
0026K00054000000,856 HULTON RD 
0026K00055000000,3425 RIDGWAY ST 
0026K00057000000,414 GRANT ST RM 200
0026K00058000000,414 GRANT ST RM 200
0026K00059000000,414 GRANT ST RM 200
0026K00060000000,3415 RIDGWAY ST 
0026K00061000000,3413 RIDGWAY ST 
0026K00063000000,414 GRANT ST RM 200
0026K00064000000,3405 RIDGWAY ST 
0026K00066000000,3405 RIDGWAY ST 
0026K00067000000,3403 RIDGWAY ST 
0026K00068000000,3400 RIDGWAY ST 
0026K00069000000,3400 RIDGWAY ST 
0026K00071000000,3400 RIDGWAY ST 
0026K00072000000,3400 RIDGWAY ST 
0026K00073000000,316 TAYLOR ST 
0026K00078000000,  
0026K00089000000,19121 SIERRA MAJORCA RD 
0026K00090000000,414 GRANT ST RM 200
0026K00091000000,3416 MONROE ST 
0026K00093000000,3418 MONROE ST 
0026K00094000000,3420 MONROE ST 
0026K00095000000,3368 AJAX ST 
0026K00097000000,763 LEBANON AVE 
0026K00098000000,3426 MONROE ST 
0026K00099000000,3428 MONROE ST 
0026K00101000000,3424 MONROE ST 
0026K00103000000,3424 MONROE ST 
0026K00104000000,3434 MONROE ST 
0026K00105000000,3428 MONROE ST 
0026K00106000000,3424 MONROE ST 
0026K00107000000,414 GRANT ST RM 200
0026K00108000000,3428 MONROE ST 
0026K00110000000,3428 MONROE ST 
0026K00111000000,414 GRANT ST RM 200
0026K00112000000,216 HENDERSON RD 
0026K00113000000,216 HENDERSON RD 
0026K00114000000,216 HENDERSON RD 
0026K00115000000,216 HENDERSON RD 
0026K00116000000,216 HENDERSON RD 
0026K00117000000,216 HENDERSON RD 
0026K00118000000,3438 RIDGWAY ST 
0026K00119000000,2537 WOODWARD AVE 
0026K00120000000,2537 WOODWARD AVE 
0026K00122000000,  
0026K00123000000,2537 WOODWARD AVE 
0026K00125000000,3446 RIDGWAY ST 
0026K00126000000,3446 RIDGWAY ST 
0026K00127000000,414 GRANT ST RM 200
0026K00128000000,414 GRANT ST RM 200
0026K00129000000,3506 RIDGWAY ST 
0026K00131000000,414 GRANT ST RM 200
0026K00133000000,3470 RIDGWAY ST 
0026K00134000000,3518 BALBOA ST 
0026K00136000000,3524 BALBOA ST 
0026K00139000000,414 GRANT ST RM 200
0026K00140000000,10 WERNER CAMP RD 
0026K00145000000,10 WERNER CAMP RD 
0026K00148000000,10 WERNER CAMP RD 
0026K00149000000,10 WERNER CAMP RD 
0026K00151000000,10 WERNER CAMP RD 
0026L00004000000,600 MELWOOD AVE 
0026L00006000000,3525 FORBES AVE 
0026L00010000000,518 MELWOOD AVE 
0026L00013000000,518 MELWOOD AVE 
0026L00016000000,6333 MORROWFIELD AVE 
0026L00017000000,6333 MORROWFIELD AVE 
0026L00018000000,6333 MORROWFIELD AVE 
0026L00020000000,6333 MORROWFIELD AVE 
0026L00027000000,5000 FORBES AVE 
0026L00029000000,1265 SHADY AVE 
0026L00030000000,127 GOODWIN ST 
0026L00032000000,103 DORF DR 
0026L00033000000,103 DORF DR 
0026L00034000000,103 DORF DR 
0026L00035000000,103 DORF DR 
0026L00036000000,50 E JACKSON AVE 
0026L00037000000,518 MELWOOD AVE 
0026L00038000000,623 MELWOOD AVE 
0026L00041000000,103 DORF DR 
0026L00046000000,103 DORF DR 
0026L00051000000,826 S AIKEN AVE 
0026L00052000000,826 S AIKEN AVE 
0026L00056000000,414 GRANT ST RM 200
0026L00068000000,320 GRANT AVE 
0026L00079000000,94 S 13TH ST 
0026L00080000000,94 S 13TH ST 
0026L00083000000,94 S 13TH ST 
0026L00104000000,94 S 13TH ST 
0026L00109000000,94 S 13TH ST 
0026L00110000000,414 GRANT ST RM 200
0026L00138000000,740 TRUMBULL DR 
0026L00139000000,414 GRANT ST RM 200
0026L00142000000,3235 DOBSON ST 
0026L00144000000,740 TRUMBULL DR 
0026L00146000000,414 GRANT ST RM 200
0026L00148000000,440 COLONIAL DR 
0026L00150000000,414 GRANT ST RM 200
0026L00152000000,740 TRUMBULL DR 
0026L00153000000,592 BLESSING ST 
0026L00155000000,588 BLESSING ST 
0026L00158000000,584 BLESSING ST 
0026L00160000000,5014 SOMERVILLE ST 
0026L00161000000,414 GRANT ST RM 200
0026L00162000000,578 BLESSING ST 
0026L00163000000,578 BLESSING ST 
0026L00164000000,578 BLESSING ST 
0026L00165000000,11 PARKWAY CTR STE 300
0026L00247000000,414 GRANT ST RM 200
0026L00261000000,PO BOX 531
0026L00262000000,PO BOX 531
0026L00263000000,518 BLESSING ST 
0026L00264000000,516 BLESSING ST 
0026L00265000000,577 BLESSING ST 
0026L00266000000,  
0026L00267000000,577 BLESSING ST 
0026L00269000000,581 BLESSING ST 
0026L00271000000,216 AMBER ST 
0026L00273000000,589 BLESSING ST 
0026L00275000000,589 BLESSING ST 
0026L00277000000,577 BLESSING ST 
0026L00279000000,1224 SQUIRREL HILL AVE 
0026L00280000000,3620 COLMAR ST 
0026L00281000000,1900 MARKET ST STE 800
0026L00282000000,515 LISBON ST 
0026L00283000000,3340 SMALLMAN ST 
0026L00285000000,3925 HARRY ST 
0026L00286000000,3926 HARRY ST 
0026L00287000000,3922 HARRY ST 
0026L00288000000,4011 W LAKE DR 
0026L00291000000,4011 W LAKE DR 
0026L00293000000,632 LISBON ST 
0026L00296000000,3925 HARRY ST 
0026L00298000000,3925 HARRY ST 
0026L00299000000,3925 HARRY ST 
0026L00301000000,3929 HARRY ST 
0026L00303000000,3929 HARRY ST 
0026L00305000000,2727 N CENTRAL ALY STE 500
0026L00311000000,632 LISBON ST 
0026L00312000000,632 LISBON ST 
0026L00313000000,632 LISBON ST 
0026L00315000000,632 LISBON ST 
0026M00002000001,345 6TH AVE 
0026M00012000000,345 6TH AVE 
0026M00013000000,414 GRANT ST RM 215
0026M00025000000,5000 FORBES AVE 
0026M00042000000,502 MELWOOD AVE 
0026M00044000000,502 MELWOOD AVE 
0026M00052000000,238 GLADSTONE RD 
0026M00056000000,461 MELWOOD AVE 
0026M00065000000,243 MOREWOOD AVE 
0026M00070000000,5919 HAMPTON ST 
0026M00080000000,3525 FORBES AVE 
0026M00152000000,181 ROBINSON DR 
0026M00153000000,181 ROBINSON DR 
0026M00154000000,181 ROBINSON DR 
0026M00155000000,181 ROBINSON DR 
0026M00158000000,181 ROBINSON DR 
0026M00160000000,345 6TH AVE 
0026M00164000000,345 6TH AVE 
0026M00165000000,345 6TH AVE 
0026M00165000900,110 FRANKLIN RD SE 
0026M00170000000,100 MOREWOOD AVE 
0026M00172000000,6236 5TH AVE STE 105-C
0026M00174000000,6236 5TH AVE STE 105-C
0026M00177000000,5738 BAUM BLVD 
0026M00180000000,6236 5TH AVE STE 105-C
0026M00183000000,6236 5TH AVE STE 105 C
0026M00187000000,2514 ELKRIDGEDR DR 
0026M00195000000,118 RIDGE AVE 
0026M00196000000,PO BOX 2623
0026M00197000000,115 MOREWOOD AVE 
0026M00198000000,108 WALKERS RIDGE RD 
0026M00201000000,314 JUNE DR 
0026M00202000000,10 E WASHINGTON ST 
0026M00204000000,10 E WASHINGTON ST 
0026M00211000000,2 HEMINGWAY ST 
0026M00212000000,6 HEMINGWAY ST 
0026M00213000000,4 HEMINGWAY ST 
0026M00217000000,8 HEMINGWAY ST 
0026M00219000000,1404 FAIRSTEAD LN 
0026M00221000000,12 HEMINGWAY ST 
0026M00223000000,14 HEMINGWAY ST 
0026M00225000000,19 VICTORIA DR 
0026M00227000000,18 HEMINGWAY ST 
0026M00229000000,709 FITZGERALD ST 
0026M00231000000,3309 SQUIRREL RD 
0026M00233000000,705 FITZGERALD ST 
0026M00235000000,703 FITZGERALD ST 
0026M00237000000,236 OXFORD HEIGHTS RD 
0026M00239000000,21 HEMINGWAY ST 
0026M00241000000,19 HEMINGWAY ST 
0026M00243000000,17 HEMINGWAY ST 
0026M00245000000,15 HEMINGWAY ST 
0026M00247000000,13 HEMINGWAY ST 
0026M00249000000,11 HEMINGWAY ST 
0026M00251000000,9 HEMINGWAY ST 
0026M00253000000,7 HEMINGWAY ST 
0026M00255000000,5 HEMINGWAY ST 
0026M00257000000,3 HEMINGWAY ST 
0026M00259000000,1 HEMINGWAY ST 
0026M00261000000,41 HEMINGWAY ST 
0026M00263000000,39 HEMINGWAY ST 
0026M00265000000,37 HEMINGWAY ST 
0026M00267000000,35 HEMINGWAY ST 
0026M00269000000,33 HEMINGWAY ST 
0026M00271000000,31 HEMINGWAY ST 
0026M00273000000,29 HEMINGWAY ST 
0026M00275000000,27 HEMINGWAY ST 
0026M00277000000,25 HEMINGWAY ST 
0026N00184000000,414 GRANT ST RM 200
0026N00190000000,414 GRANT ST RM 200
0026N00197000000,4137 WARDS CHAPLE RD 
0026N00204000000,3363 MONROE ST 
0026N00205000000,3363 MONROE ST 
0026N00206000000,253 FLOWERS AVE 
0026N00211000000,414 GRANT ST RM 200
0026N00215000000,414 GRANT ST RM 200
0026N00221000000,414 GRANT ST RM 200
0026N00223000000,414 GRANT ST RM 200
0026N00224000000,414 GRANT ST RM 200
0026N00286000000,414 GRANT ST RM 200
0026N00289000000,6725 REYNOLDS ST 
0026N00290000000,6725 REYNOLDS ST 
0026N00292000000,6725 REYNOLDS ST 
0026N00293000000,3336 AJAX ST 
0026N00294000000,3338 AJAX ST 
0026R00114000000,11 PARKWAY CTR STE 300
0026R00123000000,11 PARKWAY CTR STE 300
0026R00152000000,3890 BIGELOW BLVD 
0026R00154000000,8250 BABCOACK BLVD 
0026R00179000000,4345 DAKOTA ST 
0026R00181000000,4351 DAKOTA ST 
0026R00183000000,4357 DAKOTA ST 
0026R00193000000,907 BRYN MAWR RD 
0026R00197000000,4355 ANDOVER TER 
0026R00203000000,144 N DITHRIDGE ST APT 614
0026R00204000000,340 GIRARD AVE 
0026R00208000000,1311 GRANADA BLVD 
0026R00252000000,110 W LYNDHURST DR 
0026R00257000000,3887 BIGELOW BLVD 
0026R00259000000,3887 BIGELOW BLVD 
0026R00261000000,PO BOX 13444
0026R00263000000,PO BOX 13444
0026R00265000000,PO BOX 38331
0026R00268000000,3897 BIGELOW BLVD 
0026R00270000000,453 ELKWOOD DR 
0026R00272000000,2 CENTER PLZ STE 700
0026R00285000000,4609 BAYARD ST STE 1
0026R00308000000,411 N CRAIG ST 
0026R00310000000,PO BOX 183
0026R00312000000,147 SIEBERT RD 
0026R00314000000,PO BOX 13444
0026R00318000000,94 S 13TH ST 
0026R00322000000,94 S 13TH ST 
0026S00007000000,4609 BAYARD ST STE 1
0026S00011000000,357 N CRAIG ST 
0026S00013000000,4609 BAYARD ST STE 1
0026S00016000000,4609 BAYARD ST STE 1
0026S00022000000,294 CRAFT AVE 
0026S00025000000,330 N CRAIG ST 
0026S00026000000,332 N CRAIG ST 
0026S00027000000,334 N CRAIG ST 
0026S00028000000,1000 CALIFORNIA AVE STE 106
0026S00029000000,1000 CALIFORNIA AVE STE 106
0026S00030000000,4203 MURRAY AVE STE 3
0026S00032000000,90 PENROD ST 
0026S00033000000,2450 SHENANGO VALLEY FRWY 
0026S00034000000,348 N CRAIG ST 
0026S00035000000,348 N CRAIG ST 
0026S00036000000,PO BOX 392
0026S00037000000,5716 CALLOWHILL ST 
0026S00038000000,372 N CRAIG ST 
0026S00040000000,372 N CRAIG ST 
0026S00042000000,372 N CRAIG ST STE 201
0026S00045000000,600 GRANT ST FL 60
0026S00050000000,945 LIBERTY AVE 
0026S00051000100,1265 SHADY AVE 
0026S00051000200,1265 SHADY AVE 
0026S00051000300,1265 SHADY AVE 
0026S00054000100,461 MELWOOD AVE 
0026S00054000200,461 MELWOOD AVE 
0026S00054000300,461 MELWOOD AVE 
0026S00054000400,461 MELWOOD AVE 
0026S00057000000,243 MOREWOOD AVE 
0026S00075000000,637 MARYLAND AVE 
0026S00127000000,243 MOREWOOD AVE 
0026S00130000000,243 MOREWOOD AVE 
0026S00133000000,243 MOREWOOD AVE 
0026S00135000000,2450 SHENANGO VALLEY FRWY 
0026S00141000000,7220 BLANDING BLVD 
0026S00144000000,637 MARYLAND AVE 
0026S00144000A00,637 MARYLAND AVE 
0026S00144000B00,4622 BAUM BLVD 
0026S00145000000,PO BOX 19741
0026S00147000000,PO BOX 19741
0026S00148000000,PO BOX 19741
0026S00149000000,347 MELWOOD AVE 
0026S00150000000,203 EDELWEISS DR 
0026S00151000000,637 MARYLAND AVE 
0026S00152000000,537 HASTINGS ST 
0026S00154000000,1628 STONE MANSION DR 
0026S00155000000,8 CHURCHILL RD 
0026S00157000000,233 SPAHR ST 
0026S00158000000,PO BOX 81067
0026S00160000000,600 WATERFRONT DR STE 215
0026S00162000000,413 MCKEE PL 
0026S00169000000,110 W LYNDHURST DR 
0026S00170000000,PO BOX 81067
0026S00171000000,PO BOX 81067
0026S00172000000,PO BOX 81067
0026S00173000000,PO BOX 81067
0026S00174000000,PO BOX 81067
0026S00176000000,8 CHURCHILL RD 
0026S00177000000,8 CHURCHILL RD 
0026S00178000000,8 CHURCHILL RD 
0026S00179000000,2898 BANKSVILLE RD 
0026S00180000000,14888 NW FAWNLILY DR 
0026S00181000000,8 CHURCHILL RD 
0026S00184000000,8 CHURCHILL RD 
0026S00185000000,2898 BANKSVILLE RD 
0026S00186000000,2898 BANKSVILLE RD 
0026S00187000000,740 TRUMBULL DR 
0026S00189000000,PO BOX 81067
0026S00190000000,PO BOX 81067
0026S00191000000,PO BOX 81067
0026S00192000000,PO BOX 81067
0026S00193000000,PO BOX 81067
0026S00194000000,PO BOX 81067
0026S00195000000,PO BOX 81067
0026S00196000000,PO BOX 81067
0026S00197000000,PO BOX 81067
0026S00198000000,PO BOX 81067
0026S00218000000,4801 BAUM BLVD 
0026S00225000000,7220 BLANDING BLVD 
0026S00236000000,109 N UNION ST 
0026S00238000000,109 N UNION ST 
0026S00241000000,109 N UNION ST 
0026S00275000003,345 6TH AVE 
0026S00280000000,10701 PERRY HWY 
0026S00282000000,300 NORTHPOINTE CIR STE 305
0026S00286000100,345 6TH AVE 
0026S00300000000,301 GRANT ST STE 1250
0026S00302000000,110 FRANKLIN RD SE 
0027C00061000000,4281 DAKOTA ST 
0027C00080000000,4335 DAKOTA ST 
0027C00081000000,5412 31ST ST NW 
0027C00082000000,414 GRANT ST RM 200
0027C00083000000,5910 OAK TWIN CT 
0027C00084000000,500 MILTON RD APT 510
0027C00085000000,4325 DAKOTA ST 
0027C00086000000,1024 BERKSHIRE AVE 
0027C00087000000,4321 DAKOTA ST 
0027C00089000000,4315 DAKOTA ST 
0027C00091000000,4307 DAKOTA ST 
0027C00097000000,4305 DAKOTA ST 
0027C00100000000,119 ARDEN RD 
0027C00101000000,1833 BEDFORD AVE 
0027C00122000000,900 E SMITHFIELD ST 
0027C00126000000,5223 SOUTH DAKOTA AVE NE 
0027C00128000000,4263 ANDOVER TER 
0027C00130000000,4265 ANDOVER TER 
0027C00134000000,4283 ANDOVER TER 
0027C00136000000,4283 ANDOVER TER 
0027C00138000000,4285 ANDOVER TER 
0027C00141000000,4301 ANDOVER TER 
0027C00148000000,4323 ANDOVER TER 
0027C00153000000,4331 ANDOVER TER 
0027C00155000000,4331 ANDOVER TER 
0027C00157000000,4335 ANDOVER TER 
0027C00159000000,4337 ANDOVER TER 
0027C00163000000,340 GIRARD AVE 
0027C00196000000,4351 SCHENLEY FARMS TER 
0027C00198000000,4355 SCHENLEY FARMS TER 
0027C00200000000,4357 SCHENLEY FARMS TER 
0027C00202000000,4363 SCHENLEY FARMS TER
0027C00204000000,4367 SCHENLEY FARMS TER 
0027C00206000000,4371 SCHENLEY FARMS TER 
0027C00208000000,4375 SCHENLEY FARMS TER 
0027C00210000000,4377 SCHENLEY FARMS TER 
0027C00212000000,4383 SCHENLEY FARMS TER 
0027C00213000000,4401 SCHENLEY FARMS TER 
0027C00214000000,4405 SCHENLEY FARMS TER 
0027C00215000000,4411 SCHENLEY FARMS TER 
0027C00217000000,4415 SCHENLEY FARMS TER 
0027C00219000000,4419 SCHENLEY FARMS TER 
0027C00221000000,4421 SCHENLEY FARMS TER 
0027C00223000000,4425 SCHENLEY FARMS TER 
0027C00225000000,4433 SCHENLEY FARMS TER 
0027C00227000000,4323 ANDOVER TER 
0027C00229000000,  
0027C00230000000,4331 ANDOVER TER 
0027C00231000000,4335 ANDOVER TER 
0027C00232000000,4337 ANDOVER TER 
0027C00235000000,340 GIRARD AVE 
0027C00236000000,130 N SPRING ST 
0027C00237000000,414 GRANT ST RM 200
0027C00244000000,130 N SPRING ST 
0027C00248000000,4435 SCHENLEY FARMS TER 
0027C00301000000,55 LONG MEADOW DR 
0027C00304000000,515 S AIKEN AVE 
0027C00309000000,515 S AIKEN AVE 
0027C00360000000,515 S AIKEN AVE 
0027C00361000000,414 GRANT ST RM 200
0027C00363000000,4609 BAYARD ST STE 1
0027C00364000000,4609 BAYARD ST STE 1
0027D00008000000,413 MCKEE PL 
0027D00010000000,7449 BEN HUR ST 
0027D00011000000,201 N BELLEFIELD AVE 
0027D00013000000,201 N BELLEFIELD AVE 
0027D00015000000,201 N BELLEFIELD AVE 
0027D00016000000,201 N BELLEFIELD AVE 
0027D00017000000,201 N BELLEFIELD AVE 
0027D00019000000,426 S MAIN ST 
0027D00021000000,203 EDELWEISS DR 
0027D00023000000,233 SPAHR ST 
0027D00024000000,4601 BAYARD ST APT 9A4
0027D00025000000,1552 PINEVIEW DR 
0027D00027000000,413 MCKEE PL 
0027D00033000000,7643 FRANKSTOWN AVE 
0027D00035000000,414 GRANT ST RM 200
0027D00060000000,999 S SHADY GROVE RD STE 600
0027D00061000000,1717 PENN AVE 
0027D00065000000,50 E NORTH TEMPLE RM 2225
0027D00092000000,4609 BAYARD ST STE 1
0027D00094000000,PO BOX 81067
0027D00096000000,PO BOX 738
0027D00098000000,50 E NORTH TEMPLE RM 2225
0027D00100000000,50 E NORTH TEMPLE RM 2225
0027D00102000000,1752 TAPER DR 
0027D00106000000,249 N CRAIG ST 
0027D00113000000,413 MCKEE PL 
0027D00115000000,413 MCKEE PL 
0027D00116000000,301 N CRAIG ST 
0027D00117000000,307 N CRAIG ST 
0027D00119000000,305 N CRAIG ST 
0027D00121000000,313 N CRAIG ST 
0027D00124000000,252 PARKMAN AVE 
0027D00128000000,233 SPAHR ST 
0027D00131000000,PO BOX 81067
0027D00135000000,233 SPAHR ST 
0027D00136000000,328 N CRAIG ST 
0027D00139000000,5310 WILKINS AVE 
0027D00142000000,6949 PENN AVE 
0027D00147000000,PO BOX 13444
0027D00148000000,PO BOX 13444
0027D00149000000,101 MARTSOLF AVE 
0027D00150000000,PO BOX 113314
0027D00151000000,1751 HEMPSTEAD LN 
0027D00152000000,311 MELWOOD AVE 
0027D00153000000,220 N DITHRIDGE ST STE 703
0027D00156000000,637 MARYLAND AVE 
0027D00157000000,252 PARKMAN AVE 
0027D00159000000,PO BOX 7438
0027D00160000000,252 PARKMAN AVE 
0027D00161000000,252 PARKMAN AVE 
0027D00165000000,252 PARKMAN AVE 
0027D00166000000,1032 NORSIS DR 
0027D00173000000,101 KAPPA DR 
